4Y39 1.866537798347617
4Y3X 1.8732709407585055
4Y11 error
4Y10 error
4Y3N 1.8684316479247736
4Y3Y 1.8728732423090058
4Y38 1.868267527204007
4Y3L 1.8705037300947742
4Y3M 1.8708499695390244
4Y3Z 1.871914205647055
4Y3H 1.869333399611651
4Y3J 1.8632230640072491
4Y4J 1.8716876735249746
4Y48 1.8675575535189401
4Y4X 1.8725302895864138
4Y4A 1.8724860000140338
4Y47 1.8721493343275717
4Y4W 1.8684650228825745
4Y4B 1.8703876864779856
4Y44 1.8711321657623419
4Y4U 0.4055707966418233
4Y4T 1.8680867807829475
4Y45 1.8705522217222612
4Y41 1.8737572914783283
4Y4G 1.8691615571841012
4Y4D 1.868419823652297
4Y4E 1.8712764442724117
4Y43 0.49375938508051836
4Y3F 1.8703986569606363
4Y3Q 1.869339065682793
4Y3P 0.48850879420803056
4Y3G 1.869866175134448
4Y3E 1.8710768735717072
4Y3R 1.871929436910063
4Y3S 1.868387336598958
4Y32 0.8511076589555495
4Y3D 1.868704859947194
4Y36 0.5011700374675558
4Y3W 0.883901994066486
4Y3A 1.868184946492892
4Y37 1.866969382643346
4Y35 1.8690975215916903
4Y3T 1.8688767008730387
4Y3B 0.8408976440827275
